,bus,element,closed,from_ppci,to_ppci
2710,38,3416,False,38,3416
2711,1205,682,False,1205,682
2712,1203,634,False,1203,634
2713,1452,2989,True,1452,2989
2714,923,2069,False,923,2069
2715,296,574,False,296,574
2716,1979,2979,True,1979,2979
2717,257,1972,False,257,1972
2718,2747,896,True,2747,896
2719,750,1773,False,750,1773
2720,528,2156,True,528,2156
2721,1337,1532,True,1337,1532
2722,809,1597,True,809,1597
2723,3068,2028,False,3068,2028
2724,385,507,False,385,507
2725,2557,3059,False,2557,3059
2726,1175,2442,True,1175,2442
2727,2291,3144,True,2291,3144
2728,2873,2472,True,2873,2472
2729,3111,3628,True,3111,3628
2730,851,1810,True,851,1810
2731,698,1816,True,698,1816
2732,2697,3276,True,2697,3276
2733,851,49,True,851,49
2734,3700,2180,True,3700,2180
2735,1279,890,True,1279,890
2736,1299,1,True,1299,1
2737,1213,937,True,1213,937
2738,3710,1995,False,3710,1995
2739,2415,2720,True,2415,2720
2740,2484,1224,True,2484,1224
2741,1249,292,False,1249,292
2742,2554,1877,True,2554,1877
2743,3542,2717,True,3542,2717
2744,629,682,False,629,682
2745,102,1583,True,102,1583
2746,6,151,True,6,151
2747,1438,1124,True,1438,1124
2748,444,1369,True,444,1369
2749,2637,2545,True,2637,2545
2750,1254,2585,False,1254,2585
2751,2756,2023,True,2756,2023
2752,1560,2120,True,1560,2120
2753,3493,891,False,3493,891
2754,1881,946,True,1881,946
2755,177,3573,True,177,3573
2756,1537,618,False,1537,618
2757,3738,2174,True,3738,2174
2758,1211,917,False,1211,917
2759,1050,3149,True,1050,3149
2760,1757,301,True,1757,301
2761,1433,2111,False,1433,2111
2762,2464,973,True,2464,973
2763,1726,3255,True,1726,3255
2764,2790,2498,True,2790,2498
2765,108,1972,False,108,1972
2766,3634,2771,True,3634,2771
2767,3366,661,False,3366,661
2768,3047,3082,True,3047,3082
2769,2357,3769,True,2357,3769
2770,3045,282,True,3045,282
2771,605,620,True,605,620
2772,2916,1273,True,2916,1273
2773,3137,1273,True,3137,1273
2774,1940,3462,True,1940,3462
2775,1681,3716,True,1681,3716
2776,2184,611,True,2184,611
2777,95,1148,True,95,1148
2778,3335,1992,False,3335,1992
2779,1903,3774,True,1903,3774
2780,779,406,True,779,406
2781,3639,1181,False,3639,1181
2782,2688,774,True,2688,774
2783,3637,2607,True,3637,2607
2784,1411,2318,True,1411,2318
2785,3620,2938,True,3620,2938
2786,473,2896,True,473,2896
2787,450,2716,False,450,2716
2788,1123,1828,True,1123,1828
2789,2838,1630,False,2838,1630
2790,3598,3753,False,3598,3753
2791,738,3685,True,738,3685
2792,1045,3749,False,1045,3749
2793,1308,1773,False,1308,1773
2794,2248,3120,True,2248,3120
2795,704,725,False,704,725
2796,2755,592,True,2755,592
2797,1413,3457,True,1413,3457
2798,3749,1972,True,3749,1972
2799,2130,3473,False,2130,3473
2800,1799,3408,True,1799,3408
2801,989,388,True,989,388
2802,2708,1202,True,2708,1202
2803,2982,3428,True,2982,3428
2804,3333,1038,True,3333,1038
2805,1690,1369,False,1690,1369
2806,572,3000,True,572,3000
2807,621,3185,True,621,3185
2808,582,3270,True,582,3270
2809,3680,1856,True,3680,1856
2810,2956,1585,True,2956,1585
2811,1829,1499,False,1829,1499
2812,145,2244,False,145,2244
2813,2922,971,True,2922,971
2814,1083,1738,True,1083,1738
2815,1868,1271,True,1868,1271
2816,2434,2227,True,2434,2227
2817,203,1448,True,203,1448
2818,1470,3438,True,1470,3438
2819,2085,2368,True,2085,2368
2820,1469,2327,True,1469,2327
2821,2413,3002,False,2413,3002
2822,2133,1717,True,2133,1717
2823,280,3432,False,280,3432
2824,3294,2965,False,3294,2965
2825,2373,2090,True,2373,2090
2826,1514,2115,False,1514,2115
2827,494,2855,False,494,2855
2828,3226,2569,True,3226,2569
2829,1970,1553,True,1970,1553
2830,2810,2605,True,2810,2605
2831,3607,1537,False,3607,1537
2832,447,2832,True,447,2832
2833,1853,1702,True,1853,1702
2834,3181,2437,True,3181,2437
2835,1074,3141,True,1074,3141
2836,1037,3547,True,1037,3547
2837,1317,1728,True,1317,1728
2838,628,89,True,628,89
2839,2040,362,False,2040,362
2840,105,835,True,105,835
2841,1837,362,True,1837,362
2842,1247,1017,False,1247,1017
2843,2403,3336,True,2403,3336
2844,141,2083,True,141,2083
2845,2873,1752,True,2873,1752
2846,2906,2482,True,2906,2482
2847,455,2811,True,455,2811
2848,2455,2464,True,2455,2464
2849,3108,3744,True,3108,3744
2850,919,1812,True,919,1812
2851,1291,748,False,1291,748
2852,194,1401,False,194,1401
2853,3409,2692,True,3409,2692
2854,2707,1160,False,2707,1160
2855,2834,1474,False,2834,1474
2856,2376,3254,False,2376,3254
2857,3163,61,True,3163,61
2858,2670,1506,True,2670,1506
2859,1085,442,True,1085,442
2860,3282,3714,False,3282,3714
2861,836,2548,True,836,2548
2862,1118,2013,True,1118,2013
2863,2932,862,True,2932,862
2864,3542,2561,False,3542,2561
2865,1411,1437,True,1411,1437
2866,2068,3214,False,2068,3214
2867,421,2521,True,421,2521
2868,1976,3097,True,1976,3097
2869,1082,1113,True,1082,1113
2870,750,3247,True,750,3247
2871,72,3650,True,72,3650
2872,793,3221,True,793,3221
2873,2897,1896,True,2897,1896
2874,503,396,True,503,396
2875,3202,362,True,3202,362
2876,3308,3669,True,3308,3669
2877,348,2977,True,348,2977
2878,3114,157,True,3114,157
2879,3441,3429,True,3441,3429
2880,3236,3436,True,3236,3436
2881,1389,2736,True,1389,2736
2882,3500,3194,True,3500,3194
2883,3432,1342,False,3432,1342
2884,1427,3375,False,1427,3375
2885,3527,3568,True,3527,3568
2886,3759,1503,True,3759,1503
2887,863,1670,True,863,1670
2888,3160,2311,True,3160,2311
2889,3171,794,True,3171,794
2890,2823,3522,False,2823,3522
2891,2748,3427,True,2748,3427
2892,3339,3641,True,3339,3641
2893,2379,2630,True,2379,2630
2894,51,1990,True,51,1990
2895,1511,1713,True,1511,1713
2896,2032,913,True,2032,913
2897,932,630,True,932,630
2898,3731,409,True,3731,409
2899,2183,583,True,2183,583
2900,1412,1948,True,1412,1948
2901,2289,3271,True,2289,3271
2902,3048,2525,True,3048,2525
2903,441,828,False,441,828
2904,1885,3756,False,1885,3756
2905,578,1435,True,578,1435
2906,3059,1279,True,3059,1279
2907,2044,3207,True,2044,3207
2908,598,1697,True,598,1697
2909,46,1398,True,46,1398
2910,2,1649,True,2,1649
2911,2837,603,True,2837,603
2912,2019,504,True,2019,504
2913,1067,2111,False,1067,2111
2914,2878,3002,False,2878,3002
2915,2190,1049,True,2190,1049
2916,2690,2547,True,2690,2547
2917,824,250,False,824,250
2918,767,2456,True,767,2456
2919,2675,1185,True,2675,1185
2920,3774,3772,True,3774,3772
2921,3779,62,True,3779,62
2922,2480,2083,True,2480,2083
2923,2956,2539,True,2956,2539
2924,3561,3406,True,3561,3406
2925,2243,2080,True,2243,2080
2926,1699,2171,False,1699,2171
2927,2234,325,True,2234,325
2928,3003,909,True,3003,909
2929,466,3241,True,466,3241
2930,1047,1790,True,1047,1790
2931,476,1713,True,476,1713
2932,863,1157,True,863,1157
2933,1256,2865,True,1256,2865
2934,125,3778,False,125,3778
2935,2498,2701,True,2498,2701
2936,262,3399,True,262,3399
2937,707,3545,True,707,3545
2938,2599,1579,True,2599,1579
2939,3134,2814,True,3134,2814
2940,3429,554,False,3429,554
2941,2206,1341,False,2206,1341
2942,1556,3675,True,1556,3675
2943,1937,1122,True,1937,1122
2944,2338,2171,False,2338,2171
2945,693,1861,False,693,1861
2946,573,1169,True,573,1169
2947,46,3264,True,46,3264
2948,3776,2718,True,3776,2718
2949,2680,2572,True,2680,2572
2950,3464,1733,True,3464,1733
2951,1951,1990,False,1951,1990
2952,385,2405,True,385,2405
2953,2746,441,False,2746,441
2954,2065,3416,False,2065,3416
2955,1684,1849,True,1684,1849
2956,270,268,True,270,268
2957,1442,282,True,1442,282
2958,1230,1938,False,1230,1938
2959,2261,2679,False,2261,2679
2960,3047,2253,True,3047,2253
2961,3690,2384,False,3690,2384
2962,1363,3297,True,1363,3297
2963,3048,648,False,3048,648
2964,1672,2111,False,1672,2111
2965,9,2076,True,9,2076
2966,441,2799,False,441,2799
2967,1900,753,True,1900,753
2968,1951,578,True,1951,578
2969,2398,3766,True,2398,3766
2970,1414,734,False,1414,734
2971,2559,1287,False,2559,1287
2972,782,2452,False,782,2452
2973,668,2800,True,668,2800
2974,2897,1752,True,2897,1752
2975,3468,517,False,3468,517
2976,1616,3415,True,1616,3415
2977,1434,2568,True,1434,2568
2978,3664,2215,True,3664,2215
2979,1940,1481,True,1940,1481
2980,779,3528,True,779,3528
2981,3203,2802,False,3203,2802
2982,1522,920,True,1522,920
2983,1427,965,False,1427,965
2984,2543,828,False,2543,828
2985,737,3468,True,737,3468
2986,3688,119,True,3688,119
2987,1085,164,True,1085,164
2988,3549,2129,False,3549,2129
2989,1156,1773,False,1156,1773
2990,1766,1422,True,1766,1422
2991,1186,3396,True,1186,3396
2992,1469,3580,True,1469,3580
2993,1171,2315,True,1171,2315
2994,1420,1639,True,1420,1639
2995,3659,2878,True,3659,2878
2996,501,1818,True,501,1818
2997,3606,2840,True,3606,2840
2998,1382,1359,True,1382,1359
2999,1556,2143,True,1556,2143
3000,1000,2792,False,1000,2792
3001,3268,2541,True,3268,2541
3002,418,669,True,418,669
3003,562,3012,True,562,3012
3004,2949,2244,True,2949,2244
3005,3076,2424,True,3076,2424
3006,938,3530,True,938,3530
3007,702,2394,True,702,2394
3008,3181,1341,False,3181,1341
3009,3558,1867,True,3558,1867
3010,1037,2528,True,1037,2528
3011,3443,1509,False,3443,1509
3012,3750,590,True,3750,590
3013,2206,2437,True,2206,2437
3014,326,1800,False,326,1800
3015,1944,3310,True,1944,3310
3016,113,258,True,113,258
3017,2306,1784,False,2306,1784
3018,2942,32,True,2942,32
3019,874,277,False,874,277
3020,2466,1565,True,2466,1565
3021,2757,2143,True,2757,2143
3022,147,441,False,147,441
3023,3736,82,True,3736,82
3024,1136,3319,True,1136,3319
3025,2298,2294,True,2298,2294
3026,2046,1190,True,2046,1190
3027,2907,133,True,2907,133
3028,3606,1214,False,3606,1214
3029,2158,3753,False,2158,3753
3030,462,2932,True,462,2932
3031,264,2606,True,264,2606
3032,188,1525,True,188,1525
3033,1502,2453,False,1502,2453
3034,100,1374,True,100,1374
3035,1557,733,True,1557,733
3036,1829,2477,True,1829,2477
3037,1129,2863,True,1129,2863
3038,2140,312,True,2140,312
3039,3217,2367,True,3217,2367
3040,714,1076,True,714,1076
3041,1534,3668,True,1534,3668
3042,3385,2899,True,3385,2899
3043,1783,2315,False,1783,2315
3044,1462,3402,True,1462,3402
3045,540,712,True,540,712
3046,1599,596,True,1599,596
3047,615,3085,True,615,3085
3048,181,1590,True,181,1590
3049,2692,3084,True,2692,3084
3050,1513,1707,True,1513,1707
3051,3312,107,True,3312,107
3052,2351,1214,False,2351,1214
3053,500,588,True,500,588
3054,849,545,True,849,545
3055,288,1983,True,288,1983
3056,3114,2084,True,3114,2084
3057,2343,2399,True,2343,2399
3058,1252,3455,True,1252,3455
3059,2308,681,True,2308,681
3060,2489,2187,True,2489,2187
3061,624,3344,True,624,3344
3062,1767,2561,False,1767,2561
3063,3267,1164,True,3267,1164
3064,1085,450,False,1085,450
3065,1524,3627,True,1524,3627
3066,2744,3465,True,2744,3465
3067,1072,3214,False,1072,3214
3068,2254,1367,True,2254,1367
3069,1363,2827,True,1363,2827
3070,2044,508,True,2044,508
3071,1301,663,True,1301,663
3072,1223,2773,True,1223,2773
3073,2802,53,False,2802,53
3074,232,2149,True,232,2149
3075,1574,2095,True,1574,2095
3076,272,700,True,272,700
3077,355,2326,True,355,2326
3078,1065,1294,False,1065,1294
3079,1619,1531,True,1619,1531
3080,930,1486,True,930,1486
3081,250,490,False,250,490
3082,3755,2375,False,3755,2375
3083,3499,2226,True,3499,2226
3084,1384,3428,True,1384,3428
3085,456,2315,False,456,2315
3086,1392,461,True,1392,461
3087,2766,3225,True,2766,3225
3088,3753,2765,False,3753,2765
3089,2218,2189,False,2218,2189
3090,1385,65,False,1385,65
3091,431,1737,True,431,1737
3092,1843,317,True,1843,317
3093,2271,1527,False,2271,1527
3094,928,737,False,928,737
3095,2171,3494,False,2171,3494
3096,1323,2038,True,1323,2038
3097,801,297,True,801,297
3098,2207,2729,True,2207,2729
3099,2302,927,True,2302,927
3100,1436,258,False,1436,258
3101,3645,403,False,3645,403
3102,2653,3517,False,2653,3517
3103,1771,990,False,1771,990
3104,2557,35,False,2557,35
3105,3634,362,True,3634,362
3106,766,2315,True,766,2315
3107,3559,217,True,3559,217
3108,2266,285,True,2266,285
3109,2071,539,True,2071,539
3110,1098,3333,True,1098,3333
3111,719,257,True,719,257
3112,2257,1304,True,2257,1304
3113,502,1181,False,502,1181
3114,3475,3483,True,3475,3483
3115,3270,1680,True,3270,1680
3116,1458,2342,True,1458,2342
3117,703,3378,False,703,3378
3118,1346,1136,True,1346,1136
3119,2402,1808,True,2402,1808
3120,1311,569,False,1311,569
3121,2434,892,True,2434,892
3122,1149,2968,True,1149,2968
3123,1417,921,True,1417,921
3124,552,1537,True,552,1537
3125,3345,2246,True,3345,2246
3126,3681,1982,True,3681,1982
3127,2611,120,True,2611,120
3128,1521,690,True,1521,690
3129,2218,3627,False,2218,3627
3130,2216,2990,False,2216,2990
3131,1004,1774,True,1004,1774
3132,1406,2733,True,1406,2733
3133,3579,2425,True,3579,2425
3134,563,1793,True,563,1793
3135,1307,3316,True,1307,3316
3136,1325,2350,True,1325,2350
3137,1052,199,True,1052,199
3138,1283,3295,True,1283,3295
3139,1098,596,False,1098,596
3140,1091,922,True,1091,922
3141,369,1081,True,369,1081
3142,1577,1130,True,1577,1130
3143,175,339,True,175,339
3144,437,380,True,437,380
3145,1687,1319,False,1687,1319
3146,717,2574,True,717,2574
3147,1191,2073,True,1191,2073
3148,2515,2907,True,2515,2907
3149,2360,1201,True,2360,1201
3150,581,3379,True,581,3379
3151,3778,2188,True,3778,2188
3152,3052,2561,False,3052,2561
3153,2474,434,True,2474,434
3154,1683,159,True,1683,159
3155,1534,1231,True,1534,1231
3156,3359,1381,True,3359,1381
3157,565,2494,True,565,2494
3158,528,95,True,528,95
3159,2352,1039,True,2352,1039
3160,546,2595,False,546,2595
3161,1127,1629,True,1127,1629
3162,2611,1071,True,2611,1071
3163,1448,665,True,1448,665
3164,250,2555,False,250,2555
3165,1555,698,True,1555,698
3166,1363,1439,False,1363,1439
3167,3581,2096,True,3581,2096
3168,1104,1789,True,1104,1789
3169,332,1789,True,332,1789
3170,1716,180,False,1716,180
3171,1875,692,True,1875,692
3172,3588,3702,False,3588,3702
3173,2969,3384,True,2969,3384
3174,670,3446,True,670,3446
3175,1687,3754,True,1687,3754
3176,3565,76,True,3565,76
3177,3508,830,False,3508,830
3178,239,994,True,239,994
3179,3235,3452,False,3235,3452
3180,3606,1745,True,3606,1745
3181,2490,1911,True,2490,1911
3182,883,2929,False,883,2929
3183,1767,1434,True,1767,1434
3184,2662,1890,True,2662,1890
3185,3698,3260,True,3698,3260
3186,2219,146,True,2219,146
3187,1279,2829,True,1279,2829
3188,1441,1262,True,1441,1262
3189,3169,773,True,3169,773
3190,1484,3767,True,1484,3767
3191,3200,1362,True,3200,1362
3192,1503,1189,True,1503,1189
3193,394,1001,True,394,1001
3194,1429,3608,False,1429,3608
3195,1488,1316,True,1488,1316
3196,1555,648,False,1555,648
3197,495,2405,True,495,2405
3198,3618,2254,True,3618,2254
3199,3270,1644,True,3270,1644
3200,1625,1006,False,1625,1006
3201,3227,3338,True,3227,3338
3202,752,910,True,752,910
3203,1368,2077,True,1368,2077
3204,719,3443,True,719,3443
3205,3098,3404,False,3098,3404
3206,227,37,True,227,37
3207,3418,2951,True,3418,2951
3208,300,1804,True,300,1804
3209,1385,1531,False,1385,1531
3210,1378,2838,True,1378,2838
3211,2170,785,False,2170,785
3212,660,2002,True,660,2002
3213,2170,2103,True,2170,2103
3214,1433,2143,True,1433,2143
3215,1777,2965,False,1777,2965
3216,2422,1977,True,2422,1977
3217,1948,202,True,1948,202
3218,2680,3219,True,2680,3219
3219,3038,344,True,3038,344
3220,807,747,True,807,747
3221,829,2141,True,829,2141
3222,3093,3721,False,3093,3721
3223,3553,1332,False,3553,1332
3224,2426,1274,True,2426,1274
3225,2744,3375,False,2744,3375
3226,801,438,True,801,438
3227,2985,2510,True,2985,2510
3228,435,2704,True,435,2704
3229,2632,3166,False,2632,3166
3230,3493,1175,True,3493,1175
3231,3398,1872,True,3398,1872
3232,782,2297,False,782,2297
3233,3704,1073,True,3704,1073
3234,3132,126,True,3132,126
3235,3682,1934,True,3682,1934
3236,1743,162,False,1743,162
3237,1955,1081,False,1955,1081
3238,596,3252,False,596,3252
3239,448,3608,False,448,3608
3240,1041,2285,True,1041,2285
3241,594,2555,True,594,2555
3242,3158,1789,True,3158,1789
3243,1223,2423,True,1223,2423
3244,1542,1294,False,1542,1294
3245,3464,1431,True,3464,1431
3246,194,2555,True,194,2555
3247,2530,3640,False,2530,3640
3248,3450,1539,True,3450,1539
3249,2192,1001,True,2192,1001
3250,2862,2575,False,2862,2575
3251,3440,546,True,3440,546
3252,1700,69,True,1700,69
3253,65,3459,True,65,3459
3254,1220,381,True,1220,381
3255,52,450,False,52,450
3256,1959,2988,False,1959,2988
3257,1845,2099,True,1845,2099
3258,2701,814,True,2701,814
3259,2414,2791,True,2414,2791
3260,2543,919,True,2543,919
3261,2450,3354,True,2450,3354
3262,257,554,True,257,554
3263,3513,1026,True,3513,1026
3264,2040,2280,True,2040,2280
3265,3634,3573,False,3634,3573
3266,2818,2349,True,2818,2349
3267,1734,1061,True,1734,1061
3268,2457,1276,True,2457,1276
3269,2110,2100,True,2110,2100
3270,124,3362,True,124,3362
3271,732,3616,True,732,3616
3272,1741,2088,True,1741,2088
3273,1215,2405,True,1215,2405
3274,791,3674,True,791,3674
3275,2593,911,True,2593,911
3276,2264,2965,False,2264,2965
3277,1566,3397,True,1566,3397
3278,2301,3452,False,2301,3452
3279,1346,1701,True,1346,1701
3280,994,3520,True,994,3520
3281,2594,3618,True,2594,3618
3282,2895,441,False,2895,441
3283,1204,3604,True,1204,3604
3284,441,1453,False,441,1453
3285,3162,3349,True,3162,3349
3286,2701,1089,True,2701,1089
3287,330,2815,True,330,2815
3288,3319,619,True,3319,619
3289,1072,1866,True,1072,1866
3290,1430,549,True,1430,549
3291,3181,467,False,3181,467
3292,3417,3234,True,3417,3234
3293,498,3370,True,498,3370
3294,606,1828,True,606,1828
3295,655,1611,False,655,1611
3296,2681,2354,True,2681,2354
3297,308,501,True,308,501
3298,1520,761,False,1520,761
3299,1756,3261,False,1756,3261
3300,1184,1509,True,1184,1509
3301,38,3753,False,38,3753
3302,2803,1294,False,2803,1294
3303,3121,3463,False,3121,3463
3304,3411,3106,False,3411,3106
3305,416,1120,True,416,1120
3306,1664,3403,True,1664,3403
3307,671,568,False,671,568
3308,135,2740,True,135,2740
3309,3692,2638,True,3692,2638
3310,1610,2001,True,1610,2001
3311,31,2267,True,31,2267
3312,1525,1596,True,1525,1596
3313,2158,596,False,2158,596
3314,752,2801,False,752,2801
3315,2708,3711,True,2708,3711
3316,2698,3443,False,2698,3443
3317,786,3722,True,786,3722
3318,3283,3490,True,3283,3490
3319,3056,1701,False,3056,1701
3320,3262,2255,True,3262,2255
3321,2707,2555,False,2707,2555
3322,2857,795,True,2857,795
3323,2414,1214,False,2414,1214
3324,3502,593,True,3502,593
3325,895,3276,True,895,3276
3326,2220,1073,True,2220,1073
3327,1997,2224,True,1997,2224
3328,487,1758,True,487,1758
3329,2562,2067,True,2562,2067
3330,1836,689,True,1836,689
3331,370,2083,True,370,2083
3332,2903,2965,False,2903,2965
3333,2263,277,False,2263,277
3334,2791,2344,True,2791,2344
3335,3474,178,False,3474,178
3336,2249,248,True,2249,248
3337,335,2965,False,335,2965
3338,2597,2359,True,2597,2359
3339,3720,3385,True,3720,3385
3340,1838,600,True,1838,600
3341,2562,1680,True,2562,1680
3342,1484,3730,False,1484,3730
3343,1760,1240,False,1760,1240
3344,3314,3416,False,3314,3416
3345,3016,546,False,3016,546
3346,2530,2294,True,2530,2294
3347,673,1833,True,673,1833
3348,1094,2282,True,1094,2282
3349,717,2209,True,717,2209
3350,2883,3452,False,2883,3452
3351,694,3222,False,694,3222
3352,3177,3718,False,3177,3718
3353,3499,2692,True,3499,2692
3354,895,3246,False,895,3246
3355,1019,1073,True,1019,1073
3356,1701,1064,False,1701,1064
3357,605,1888,True,605,1888
3358,280,1754,False,280,1754
3359,2158,15,True,2158,15
3360,3343,3443,False,3343,3443
3361,367,2926,True,367,2926
3362,3134,74,True,3134,74
3363,3390,1225,True,3390,1225
3364,3114,705,False,3114,705
3365,2603,173,True,2603,173
3366,3573,1967,True,3573,1967
3367,1628,3168,True,1628,3168
3368,788,2728,True,788,2728
3369,1727,2299,True,1727,2299
3370,602,789,False,602,789
3371,2323,1600,True,2323,1600
3372,1075,3342,True,1075,3342
3373,3507,1974,True,3507,1974
3374,1323,2932,True,1323,2932
3375,190,646,False,190,646
3376,3281,2965,False,3281,2965
3377,221,2014,False,221,2014
3378,591,3430,True,591,3430
3379,1373,865,False,1373,865
3380,501,3508,True,501,3508
3381,1101,2111,False,1101,2111
3382,615,3741,False,615,3741
3383,2892,3069,True,2892,3069
3384,52,164,True,52,164
3385,3489,66,True,3489,66
3386,1311,2090,False,1311,2090
3387,862,3748,True,862,3748
3388,2188,1181,False,2188,1181
3389,2118,288,True,2118,288
3390,725,3614,True,725,3614
3391,1546,253,True,1546,253
3392,1227,1569,True,1227,1569
3393,2624,3288,True,2624,3288
3394,568,3162,True,568,3162
3395,1320,3001,False,1320,3001
3396,3780,2619,True,3780,2619
3397,1160,3743,False,1160,3743
3398,3400,3649,True,3400,3649
3399,29,3172,True,29,3172
3400,250,3629,False,250,3629
3401,671,500,False,671,500
3402,3635,240,True,3635,240
3403,1709,3391,True,1709,3391
3404,1855,2987,True,1855,2987
3405,3613,3725,True,3613,3725
3406,3398,893,True,3398,893
3407,94,2522,True,94,2522
3408,1230,3692,True,1230,3692
3409,1344,104,True,1344,104
3410,1980,3166,False,1980,3166
3411,415,440,True,415,440
3412,552,2357,True,552,2357
3413,1494,1181,False,1494,1181
3414,431,3663,True,431,3663
3415,1795,11,True,1795,11
3416,3041,1677,True,3041,1677
3417,319,3604,True,319,3604
3418,1900,1419,False,1900,1419
3419,1944,3126,True,1944,3126
3420,3541,113,True,3541,113
3421,1286,884,True,1286,884
3422,2187,2341,True,2187,2341
3423,2525,751,True,2525,751
3424,3084,2048,True,3084,2048
3425,2170,3749,False,2170,3749
3426,147,2140,True,147,2140
3427,2552,1851,True,2552,1851
3428,685,640,False,685,640
3429,2480,3749,False,2480,3749
3430,130,3681,True,130,3681
3431,1315,1510,False,1315,1510
3432,2980,3246,False,2980,3246
3433,2904,1995,False,2904,1995
3434,3589,862,False,3589,862
3435,2431,3246,False,2431,3246
3436,2719,2319,True,2719,2319
3437,1735,866,True,1735,866
3438,2416,1314,True,2416,1314
3439,353,3214,False,353,3214
3440,2530,2124,False,2530,2124
3441,2935,513,True,2935,513
3442,1366,355,True,1366,355
3443,1518,2004,False,1518,2004
3444,597,528,True,597,528
3445,1171,477,False,1171,477
3446,441,2667,False,441,2667
3447,2914,3059,True,2914,3059
3448,320,1561,True,320,1561
3449,332,277,False,332,277
3450,444,2373,True,444,2373
3451,648,796,False,648,796
3452,556,2486,True,556,2486
3453,1291,2507,False,1291,2507
3454,3173,1678,True,3173,1678
3455,902,3176,True,902,3176
3456,2234,3573,False,2234,3573
3457,250,825,False,250,825
3458,3511,855,True,3511,855
3459,1118,2411,True,1118,2411
3460,2122,1028,True,2122,1028
3461,2245,3191,True,2245,3191
3462,1852,544,True,1852,544
3463,51,1773,False,51,1773
3464,3058,2778,True,3058,2778
3465,784,2533,True,784,2533
3466,2491,1096,True,2491,1096
3467,2576,3533,True,2576,3533
3468,527,1432,True,527,1432
3469,633,2388,False,633,2388
3470,212,3426,True,212,3426
3471,256,648,False,256,648
3472,2562,183,False,2562,183
3473,1616,3276,True,1616,3276
3474,2675,2440,True,2675,2440
3475,558,528,False,558,528
3476,3282,1074,False,3282,1074
3477,1212,1607,True,1212,1607
3478,168,3488,True,168,3488
3479,791,362,False,791,362
3480,212,2269,True,212,2269
3481,2261,1990,False,2261,1990
3482,3183,3356,True,3183,3356
3483,2376,3059,True,2376,3059
3484,2218,3775,False,2218,3775
3485,1457,2252,True,1457,2252
3486,2472,2532,True,2472,2532
3487,2616,1386,True,2616,1386
3488,167,579,True,167,579
3489,2031,2612,True,2031,2612
3490,511,981,True,511,981
3491,3046,1887,True,3046,1887
3492,3660,3142,True,3660,3142
3493,1107,1572,True,1107,1572
3494,1885,92,False,1885,92
3495,953,1581,True,953,1581
3496,560,2609,True,560,2609
3497,71,102,True,71,102
3498,1138,1080,True,1138,1080
3499,161,3254,False,161,3254
3500,2079,223,False,2079,223
3501,1879,2200,True,1879,2200
3502,1790,323,True,1790,323
3503,313,1985,True,313,1985
3504,149,3079,True,149,3079
3505,88,2832,True,88,2832
3506,3706,1681,True,3706,1681
3507,2160,2381,True,2160,2381
3508,2022,1680,False,2022,1680
3509,558,2148,False,558,2148
3510,2888,2836,True,2888,2836
3511,3078,3165,False,3078,3165
3512,1409,2258,False,1409,2258
3513,1749,1155,True,1749,1155
3514,2204,2541,False,2204,2541
3515,1290,1443,True,1290,1443
3516,3429,1995,False,3429,1995
3517,1819,1716,False,1819,1716
3518,1998,3061,True,1998,3061
3519,2880,1744,False,2880,1744
3520,1211,976,True,1211,976
3521,2793,2365,True,2793,2365
3522,660,2283,True,660,2283
3523,2462,577,True,2462,577
3524,1109,2698,True,1109,2698
3525,2945,705,False,2945,705
3526,2336,2639,True,2336,2639
3527,3625,1550,True,3625,1550
3528,1092,3105,True,1092,3105
3529,433,658,True,433,658
3530,947,2813,True,947,2813
3531,2251,2297,True,2251,2297
3532,190,2046,False,190,2046
3533,152,519,True,152,519
3534,86,3665,True,86,3665
3535,2215,768,True,2215,768
3536,3143,1224,True,3143,1224
3537,1886,404,True,1886,404
3538,3449,1773,True,3449,1773
3539,3771,543,True,3771,543
3540,3049,2178,True,3049,2178
3541,1660,3110,True,1660,3110
3542,1672,891,False,1672,891
3543,2158,3416,True,2158,3416
3544,1429,504,True,1429,504
3545,2625,109,True,2625,109
3546,1363,1247,True,1363,1247
3547,2594,39,True,2594,39
3548,979,1416,True,979,1416
3549,2808,41,True,2808,41
3550,3255,1069,True,3255,1069
3551,1767,2717,True,1767,2717
3552,1211,349,False,1211,349
3553,1848,1871,True,1848,1871
3554,1194,315,True,1194,315
3555,1684,546,False,1684,546
3556,67,3331,False,67,3331
3557,2824,497,True,2824,497
3558,608,546,False,608,546
3559,1111,1042,True,1111,1042
3560,471,1278,True,471,1278
3561,2838,40,True,2838,40
3562,3096,3696,True,3096,3696
3563,3539,252,True,3539,252
3564,3335,1643,True,3335,1643
3565,26,3519,True,26,3519
3566,3143,403,False,3143,403
3567,3382,428,True,3382,428
3568,2272,276,True,2272,276
3569,2058,3687,True,2058,3687
3570,3309,1914,False,3309,1914
3571,1831,282,True,1831,282
3572,2904,1972,False,2904,1972
3573,2744,2072,True,2744,2072
3574,1368,1706,True,1368,1706
3575,1711,2138,False,1711,2138
3576,653,3094,False,653,3094
3577,1521,2561,False,1521,2561
3578,2963,2678,True,2963,2678
3579,2429,1505,True,2429,1505
3580,86,3735,True,86,3735
3581,1819,749,True,1819,749
3582,3345,3741,False,3345,3741
3583,3477,1742,True,3477,1742
3584,37,3313,True,37,3313
3585,326,2796,True,326,2796
